序号,年份,学科门类,项目类别,项目名称,申请人,学校名称
815.0,2015,历史学,规划基金项目,日本外交文书所载福建事变档案文献翻译与研究,李亮,上海师范大学
816.0,2015,历史学,规划基金项目,《国语》研究史,郭万青,唐山师范学院
817.0,2015,历史学,规划基金项目,“修昔底德陷阱”与公元前5世纪希腊国际关系研究,何元国,武汉大学
818.0,2015,历史学,规划基金项目,16-17世纪环南海地缘战略演变与我国海防研究,李爱军,武汉工商学院
819.0,2015,历史学,规划基金项目,中国近代民间社会病态研究,潘家德,西华师范大学
820.0,2015,历史学,规划基金项目,朝鲜半岛儒礼祀典建设与儒家化嬗变,金禹彤,延边大学
821.0,2015,历史学,规划基金项目,中国近代劳动灾害预防与赔偿问题研究,刘秀红,扬州大学
822.0,2015,历史学,规划基金项目,元明清时期土司承袭制度研究,李良品,长江师范学院
823.0,2015,历史学,规划基金项目,星占学与汉代社会研究,甄尽忠,郑州航空工业管理学院
824.0,2015,历史学,青年基金项目,上博简楚国故事类文献研究,曹方向,安阳师范学院
825.0,2015,历史学,青年基金项目,16、17世纪中英防疫体制比较研究,杨银权,宝鸡文理学院
826.0,2015,历史学,青年基金项目,全球史维度下的近代毛皮贸易研究,梁立佳,北华大学
827.0,2015,历史学,青年基金项目,白鸟库吉与顾颉刚关于《禹贡》的研究比较,张文静,北京语言大学
828.0,2015,历史学,青年基金项目,英国司法独立模式形成研究（1603-1714）,邵政达,大连大学
829.0,2015,历史学,青年基金项目,秦汉简牍农史资料的整理与研究,魏永康,东北师范大学
830.0,2015,历史学,青年基金项目,基于《满洲评论》的中日领土领海问题研究,祝力新,东北师范大学
831.0,2015,历史学,青年基金项目,20世纪美国女性单亲家庭福利政策研究,吕洪艳,东北师范大学
832.0,2015,历史学,青年基金项目,近代日本学界的中国意象重塑与国策呼应,孙志鹏,东北师范大学
833.0,2015,历史学,青年基金项目,清代台湾客家与其他族群关系的互动与重构研究,祁开龙,福建工程学院
834.0,2015,历史学,青年基金项目,阅读变迁与知识转型——晚清科举考试用书研究,曹南屏,复旦大学
835.0,2015,历史学,青年基金项目,顾炎武与晚清民初的政治文化,段志强,复旦大学
836.0,2015,历史学,青年基金项目,近代澳门华人文化认同变迁研究,张中鹏,广东工业大学
837.0,2015,历史学,青年基金项目,国家安全视野下的晚清政府武器采购研究（1851-1895）,曾志文,韩山师范学院
838.0,2015,历史学,青年基金项目,美国基督新教在华传教士退出中国大陆研究,陈铃,杭州电子科技大学
839.0,2015,历史学,青年基金项目,昭和天皇宫廷近臣战争罪行研究,任文峰,杭州电子科技大学
840.0,2015,历史学,青年基金项目,明清徽州日常生活研究,张爱萍,合肥学院
841.0,2015,历史学,青年基金项目,时空解构与城市印象：清代杭州城的街区变迁研究,蔡禹龙,河北金融学院
842.0,2015,历史学,青年基金项目,清民时期热河驻防诸问题研究,刘文波,河北民族师范学院
843.0,2015,历史学,青年基金项目,北宋墓志碑铭撰写研究,仝相卿,河南大学
844.0,2015,历史学,青年基金项目,中共党史人物柯庆施研究,邢恩源,河南工程学院
845.0,2015,历史学,青年基金项目,19世纪英国传染病防治研究,毛利霞,河南科技大学
846.0,2015,历史学,青年基金项目,冷战视域下的美菲同盟关系研究,邹志明,湖南师范大学
847.0,2015,历史学,青年基金项目,新中国初期的私营工商业研究——以上海刘鸿生家族企业为中心的考察,赵晋,华东师范大学
848.0,2015,历史学,青年基金项目,新中国成立以来中阿关系发展演变的历史考察和经验研究,张安,华中师范大学
849.0,2015,历史学,青年基金项目,日本对华宗教调查及其政治目的（1900-1945）,徐炳三,华中师范大学
850.0,2015,历史学,青年基金项目,英国与欧洲协调的兴衰（1789—1854）,王存胜,淮北师范大学
851.0,2015,历史学,青年基金项目,甲骨文动物字形整理与研究,单育辰,吉林大学
852.0,2015,历史学,青年基金项目,5-7世纪拜占庭与萨珊波斯关系研究,邵兆颖,暨南大学
853.0,2015,历史学,青年基金项目,清代-民国江西地区田宅契约研究,彭志才,江西科技师范大学
854.0,2015,历史学,青年基金项目,甘宁青社会变迁及其少数民族的国家认同研究（1862—1958）,储竞争,兰州大学
855.0,2015,历史学,青年基金项目,逋赋治理与明代江南财赋管理体制的变迁,胡克诚,聊城大学
856.0,2015,历史学,青年基金项目,近代北京审判机关研究：1907～1937,张淑娟,聊城大学
857.0,2015,历史学,青年基金项目,明清运河漕运仓储与区域社会研究,郑民德,聊城大学
858.0,2015,历史学,青年基金项目,胡乔木与中国化马克思主义文本的建构,张成洁,岭南师范学院
859.0,2015,历史学,青年基金项目,习俗、政策、律法作用下的民国永佃制,张少筠,鲁东大学
860.0,2015,历史学,青年基金项目,先唐“十八家《晋书》”研究,李建华,洛阳师范学院
861.0,2015,历史学,青年基金项目,《全蜀边域考》整理与研究,旷天全,绵阳师范学院
862.0,2015,历史学,青年基金项目,新民主主义社会论演变中的苏联因素,金海斌,内蒙古科技大学
863.0,2015,历史学,青年基金项目,17-19世纪李氏朝鲜视野中的清朝正统性研究,桂涛,清华大学
864.0,2015,历史学,青年基金项目,“丝绸之路”绿洲前现代水利技术研究：以1368至1949年间讨赖河绿洲为中心,张景平,清华大学
865.0,2015,历史学,青年基金项目,十九世纪英国文献中土耳其形象的百年变迁,贺敏,陕西师范大学
866.0,2015,历史学,青年基金项目,晚清官书局再研究,王晓霞,天津职业技术师范大学
867.0,2015,历史学,青年基金项目,近代长白山区域自然灾害与社会应对研究,王虹波,通化师范学院
868.0,2015,历史学,青年基金项目,陈伯达与中国共产党思想理论发展的关系研究（1937——1956）,郑宁波,潍坊医学院
869.0,2015,历史学,青年基金项目,不情愿的缓和者——英国与欧洲缓和研究（1964-1975）,申红果,武汉大学
870.0,2015,历史学,青年基金项目,礼仪实践与唐代政治社会变迁,吕博,武汉大学
871.0,2015,历史学,青年基金项目,汉晋政治与《尚书》今古文学研究,白立超,西北大学
872.0,2015,历史学,青年基金项目,荣禄年谱长编,王刚,西南大学
873.0,2015,历史学,青年基金项目,晚年毛泽东政治思想研究,孟永,西南大学
874.0,2015,历史学,青年基金项目,晚清至民国新疆基层社会管理体制研究——以保甲制、乡约制、苏木制为中心,赵丽君,新疆师范大学
875.0,2015,历史学,青年基金项目,游戏与法国近代社交研究,唐运冠,浙江大学
876.0,2015,历史学,青年基金项目,阿拉伯地理古籍中的丝绸之路中国段研究,郭筠,浙江外国语学院
877.0,2015,历史学,青年基金项目,近代中国银行业风险防控机制研究,王强,中国政法大学
878.0,2015,历史学,青年基金项目,近代中国人对土耳其的认知研究（1840-1949）,陈鹏,中央民族大学
879.0,2015,考古学,规划基金项目,泰山地区佛教造像研究,公维章,泰山学院
880.0,2015,考古学,规划基金项目,新常态禀赋结构变化视阈下文化遗产管理柔性战略构建研究,刘成,西北大学
881.0,2015,考古学,规划基金项目,淮河中游新石器时代中晚期稻-旱混作农业模式的产生与结构演变研究,杨玉璋,中国科学技术大学
882.0,2015,考古学,青年基金项目,新石器时代祭祀类遗迹信仰体系研究,贺辉,河南科技大学
883.0,2015,考古学,青年基金项目,中国古代家鸡的动物考古学再研究,邓惠,山西大学
884.0,2015,考古学,青年基金项目,徐水南庄头遗址动物骨骼的生物考古研究,侯亮亮,山西大学
885.0,2015,经济学,规划基金项目,农民职业培训选择行为：理论模型与实证检验,张亿钧,安徽财经大学
886.0,2015,经济学,规划基金项目,城镇生态承载与产业集聚的作用机制与协同路径研究,王素凤,安徽建筑大学
887.0,2015,经济学,规划基金项目,种粮大户风险形成、感知及管控研究——以安徽省为例,张士云,安徽农业大学
888.0,2015,经济学,规划基金项目,“新常态”经济增长模式下的人力资本跨代传递机制研究,秦雪征,北京大学
889.0,2015,经济学,规划基金项目,私募股权基金在国有企业混合所有制改革中的优化效应研究,栗书茵,北京工商大学
890.0,2015,经济学,规划基金项目,京津冀地区冶金工业实现循环经济的机制与政策研究,何维达,北京科技大学
891.0,2015,经济学,规划基金项目,农业转移人口城市再贫困问题研究,魏学文,滨州学院
892.0,2015,经济学,规划基金项目,工业园产城融合关键因素和影响机制研究,许明强,成都体育学院
893.0,2015,经济学,规划基金项目,跨国并购驱动高端装备制造业技术升级的机制：产品空间理论视角,任曙明,大连理工大学
894.0,2015,经济学,规划基金项目,基于SNA的我国战略性新兴产业海外价值链延伸投资策略研究,周学仁,东北财经大学
895.0,2015,经济学,规划基金项目,财政腐败的动因、效应及其治理：基于中国财政体制的理论分析与实证检验,谷成,东北财经大学
896.0,2015,经济学,规划基金项目,输煤抑或输电：煤电能源输送路径选择与政策设计,姜春海,东北财经大学
897.0,2015,经济学,规划基金项目,中国上市公司终极控制股东支撑与掏空行为：理论分析与经验证据,甄红线,东北财经大学
898.0,2015,经济学,规划基金项目,面向产业链的农业面源污染治理模式与政策研究,郑云虹,东北大学
899.0,2015,经济学,规划基金项目,种粮大户低碳技术采用行为演化与激励机制研究——以东北粮食主产区为例,尚杰,东北林业大学
900.0,2015,经济学,规划基金项目,东北地区经济增长的方式转变与路径选择——基于要素到创新的视角,谷国锋,东北师范大学
901.0,2015,经济学,规划基金项目,人民币与战略性商品国际贸易结算相互绑定的国际化新路径研究,刘力臻,东北师范大学
902.0,2015,经济学,规划基金项目,南水北调工程运行绩效评价体系设计及应用研究,张郁,东北师范大学
903.0,2015,经济学,规划基金项目,对国际贸易中生态倾销触发及约束机制的研究,姚洪心,东华大学
904.0,2015,经济学,规划基金项目,地方财政困境、最优税收分权与地方税改革评估：理论与实证,行伟波,对外经济贸易大学
905.0,2015,经济学,规划基金项目,家庭金融脆弱性对居民消费和福利的影响及政策模拟研究,张冀,对外经济贸易大学
906.0,2015,经济学,规划基金项目,服务业开放对就业的影响机制：基于不同提供模式比较研究的中国服务业开放策略,李杨,对外经济贸易大学
907.0,2015,经济学,规划基金项目,基本农田保护经济补偿政策实施绩效与政策优化——基于广东省的跟踪调查,罗锋,佛山科学技术学院
908.0,2015,经济学,规划基金项目,互联网金融创新、消费者行为变化及多目标投资组合研究,周光友,复旦大学
909.0,2015,经济学,规划基金项目,合作对偶均衡在最优再保险中的应用研究,罗桂美,广东金融学院
910.0,2015,经济学,规划基金项目,共建“一带一路”背景下中国与沿线国家产业联动升级研究,李青,广东外语外贸大学
911.0,2015,经济学,规划基金项目,基于微观视角的垄断性通胀甄别与治理机制研究,展凯,广东外语外贸大学
912.0,2015,经济学,规划基金项目,商品期货参与股票组合对证券投资绩效的影响研究,金涛,桂林电子科技大学
913.0,2015,经济学,规划基金项目,中国水环境税体系的构建、时空智能仿真与政策保障研究,周亚雄,杭州电子科技大学
914.0,2015,经济学,规划基金项目,财产权市场化、成员权二元化与农村基层治理转型研究,方湖柳,杭州师范大学
915.0,2015,经济学,规划基金项目,京津冀协同发展的财政合作机制构建,段铸,河北金融学院
916.0,2015,经济学,规划基金项目,水利基础设施投资效率的动态空间特征研究,宋敏,河海大学
917.0,2015,经济学,规划基金项目,噪声交易及动因与价格发现效率：影响路径及作用机理研究,张肖飞,河南财经政法大学
